review_body,product_category
"La montre a fonctionné quelques jours. Maintenant, l’écran est noire, on voit que la montre est chargée, mais rien ne s’affiche.",sports
"Grosse arnaque sur 6 boites commandé , j ai reçu que 2",grocery
"Pas du tout étanche lorsqu'on le retourne. Le seul avantage étant sa taille, pour ceux que ça intéresse. Également, la forme avec une partie inférieure plus étroite que la partie supérieure le rend très peu stable, à moins d'être sur une table dans votre maison",home
"Des la première utilisation (c'est à dire : laver à l'eau tiède avant l'usage !!!!) les boites ne sont pas hermétiques. Alors risquer d'avoir son sac tout sale ... C'était un cadeau , je suis déçue. Sinon reçue dans les temps.",home
Je m'en suis servis deux mois et le bouton ne fonctionne plus. Mauvais produit par contre le prix est cher pour ce que s'est.,sports
Mon compte a été débité mais l'article qui devait m'être livré samedi 26 octobre n'est toujours pas arrivé !,toy
"À ce jour j attend toujours ma commande.... elle aurait dû arriver le 1er juin nous sommes le 15 juin...... Pas de nouvelles du vendeur, pas d explications, Amazon gère le problème.....",shoes
"Je doute que c'est du cuir ,coque en plastique pour le protéger la housse ne le tiens pas ! pour regarder un film qualité très médiocre pour le prix",wireless
La base du Brûle-encens cassée pendant le transport.,home
c est anormal au bout de 2 ans brosse a dents en panne ne foctionne plus,personal_care_appliances
"Inadmissible, je commande souvent sur Amazon mais alors là c’est une catastrophe heureusement cette montre est le cadeau de noël de mon homme j’ai donc le temps de la renvoyee... l’emballage est désastreux a se demander si quelqu’un s’occupe réellement des colis ... la montre est belle cependant Très déçue !",watch
"Il faut vraiment se mettre devant pour avoir un peu d'air frais, et normalement il y a un petit jet de'eau: rien! très déçue. je le renvoie",home
Le câble ne fonctionne pas correctement avec iPhone et manette Xbox One. Le son ne sort que d’un côté du casque,electronics
au bout de huit jours la perle s'est decollee de la tige c'est de petite camelote je ne recommande pas,jewelry
La couleur du ruban ne correspond pas à celle de l’article commandé. Je ne peux même pas retourner l’article car impossible de transmettre de photo au fournisseur. Décevant !,home
montage simple sur un vélo de course mais pas visible et beaucoup trop petit. Ce produit n'a aucun intérêt je le démonte et vais racheter autre chose...,sports
"A la réception du colis, les 2 écrans étaient complètement fissurés et cassés. De plus, ils ne sont pas en verre trempé. ! VENDEUR A EVITER !",wireless
Très déçu par rapport à ce que je voyais d après les photos et vu le prix très belle arnaque,home
Bague absolument ridicule autant au point de vue de la taille que de la qualité ... Mais bon vu le prix j'aurais du m'en douter !,pc
"tout est dit, à part assécher mes cheveux, rien de visible... de plus très peu de produit, pour des cheveux mi longs type carré il faudrait compter 2 boites pour juste des mèches...",drugstore
Se n’ Pas le modèle que j’a Commander,home
Les bords de l'écran étant légèrement incurvés l'extérieur du film n'adhère pas. Les poussières rentrent donc sur les côtés. Bref passez votre chemin,wireless
J'ai perdu l'optique d'un projecteur au bout d'une heure et impossible de le retrouver...je ne peux plus l'utiliser . .,automotive
"3 douilles sur 4 ne fonctionnaient pas, malgré un emballage soigné...",wireless
"Produit nul, coupant : je me suis blessée, qui ne fonctionne absolument pas comme décrit . Je ne recommande absolument pas",home
N'est pas compatible avec un écran de verre ou même un écran de protection. Mais me semble solide comme même,wireless
J'ai bien reçu l'hoverboard qui fonctionne pas vendeur pas sérieux du tout a se jour pas de solution problème pas resolu depuis noel,sports
commandée en juin malgré plusieurs relances je n'ai jamais reçu ma bague je ne recommande pas du tout ce vendeur,jewelry
Jamais reçu le produit,pc
"C'est la toute première fois que j'ai ce type de problème médical. J'ai acheté ce produit car je n'avais pas vraiment envie de parler de ce problème avec mon généraliste. Donc j'ai tenté cette pommade. Je n'avais ni douleur ni démangeaison. L'application est facile mais le ressenti après avoir mis de ce produit n'est vraiment pas agréable. On hésite entre une sensation de froid ou une sensation de chaleur. Bref, peut-être qu'en cas de prurit ou de douleurs c'est efficace mais, personnellement j'ai trouvé que cette sensation était au mieux inutile et au pire désagréable. Finalement j'en ai parlé à mon médecin et il m'a donné une pommade remboursée ainsi qu'un médicament. J'aurais dû commencer par là, cela m'aurait fait faire des économies !",beauty
je n'ai jamais reçu ce pot à maquillage et sa fait 2mois dèjà ! ! ! ! ! ! !,home
"Rien à redire en soi sur les capacités de la tablette en elle même. En revanche, après tout juste 3 mois d'utilisation (avec coque de protection en permanence), l'écran n'a soudainement plus fonctionné. Après envoi en réparation via Amazon, j'apprends que ce défaut est bien lié au constructeur Samsung mais que cela n'est pas pris en charge par la garantie ! Et evidemment, le réparateur en profite pour proposer une réparation à mes frais qui représente 50% du prix de la tablette qui est quasi neuve... Je suis donc plus que déçue par le produit, la garantie qui ne fonctionne pas et le service Amazon",pc
"J'ai acheté cet appareil et m'en suis servie 2 fois ... Pendant l'été je n'étais pas à la maison et je ne l'ai pas utilisé ... Ensuite il ne fonctionnait plus ! Il n'aura servi que deux fois et le pire est que Amazon.fr me dit que l'appareil est sous garantie !!! En revanche aucun remboursement ! J'en avais acheté un autre de la même marque, mais la gamme au-dessus toujours chez Amazon.fr et malgré cela rien !! Or, il clair que ça se voit bien qu'il y a un problème sur cet article !!! Donc oui c'est scandaleux !!!",kitchen
Les cubes de pâte son vraiment trop petit une vrais vraix arnaque part rapport à un autre que j ai acheter sur le site,home
C'est vraiment d'une qualité nul nul nul. Le support pour la caméra est en plastic très cassant. Après 20 min j'ai du le jetter à la poubelle car il était cassé en 3 parties. Vraiment à ne pas acheter.,camera
il n'est pas terrible !!!,home
Nul Ne recommande pas ce vendeur car ma commande était incomplète recevoir 1 boîte au lieu de 50 c’est honteux,home_improvement
"0 étoiles pour le livreur qui a jeté les 3 bouteilles de Spritz sur le portail... il a tout cassé, j’ai 2 enfants heureusement ils étaient loin...............",other
Je n'ai pas aimé ce livre Pas de suspense trop court et fin bâclée Dommage,digital_ebook_purchase
"Batterie qui se décharge vraiment vite (en une journée), même avec un portable en veille. Très décevant, mon ancienne batterie fonctionne mieux.",wireless
"Je l'ai renvoyé sitôt essayé, aucune des caractéristiques énoncées et attendues ne correspondaient.",electronics
Détruit au bout de 5 mns....mon chien détruit tous..même cette marque...pour le prix ....pas trop ravi..,pet_products
Commande non reçue Aucune information - toujours en attente d’une réponse de l’expéditeur. Jusqu’ici le suivi n’est pas sérieux Espère un remboursement !!!,lawn_and_garden
J’aimerai être remboursé je n’ai jamais rien reçu et le vendeur ne m’a jamais répondu!!!!!,pc
"Déçue ! difficile d'utilisation, bas de gamme , mauvais rapport qualité prix, très peu utilisée , nous l'avons vite donné et racheté un premier prix de petite machine adulte. Acheté pour ma fille de 8 ans ... bof",toy
"Le verre s'est fissuré en deux jours, la taille ne correspond absolument pas à l'écran et il se fissure de jours en jours.... À ne pas acheter",wireless
"je suis très insatisfaite de la livraison de ma commande. Le colis est arrivé en excellent état, et en l'ouvrant, 2 sur 3 bocaux étaient cassés en mille morceaux. Les conditions (violentes) de transports des livraisons Amazon ne sont pas adaptées au transport de produits en verre. C'est fini, je n'achèterai ce type de produits plus via Amazon, c'est de l'argent jeté par les fenêtres et des déchets à n'en plus finir",home
Qualité exécrables les coutures des bandoulières lâche après 3 jours d'utilisation....,luggage
"Très déçue, déjà a la réception on entent des bruits dans le couverte et le fermoir est cassé. Après une 1ère utilisation le bouchon ne tient pas et à peine posé le dessous s'effrite au fur et à mesure. L'emballage étant intact pourtant.",home
"Guitare electrique ibanez sas 36 tombée en milieu de nuit. Elle a glissé doucement sur le support noir et est passée à travers les 2 crochets de sûreté. Résultat: par terre. un gros coup sur la guitare et un pot de fleur cassé. Qu'on précise ""pas adapté pour guitares électriques"". Ça éviterait ce genre d'expérience.",musical_instruments
"J'ai été déçu par le produit ! Le lecteur d'empreinte ne fonctionne plus avec, le film de devant c'est décollé en 48h !!!!!!! et elle est arrivée toute rayée. JE DÉCONSEILLE !",wireless
le produit est arrivé avec un jour de retard pourtant en amazon prime et il ne m'a pas été remis en main propre comme mentionné mais balancé dans mon jardin,pc
A ne surtout pas acheter. Fuit au bout d un an. Avons du refaire le parquet car la fuite à fait noircir les lattes sous le radiateur.,home
Je commande 3 articles liés chez le même fournisseur dans la même commande. Je dois utilisé les articles ensemble . Résultat 3 livraisons 3 jours différents. C'est pas top.,baby_product
dépensé de l'argent pour rien la boucle ne tient pas le long de l'oreille !!! nul!!!,home
deux jours après la réception l’humidificateur s'est fissuré et ne diffuse plus. Bien dommage. je ne vous le conseille pas.,home
La ventouse est cassée au premier usage. Elle m'a pas servi du tout. Elle est en plastique et on peu pas tirer avec.,automotive
J’ai acheter le pack et j’en ai reçu 1 sur les 3 censé arrivé donc n’achetez pas je demande l’envoie de l’elas Vert et noir pour modifier mon commentaire,sports
"ça va qu'il n'y a aucune casse, mais bon, ""Le colis a été laissé en lieu sûr."" pas très sûr quand même...",video_games
Attention escroquerie Amazon retard de livraison de plus 1 semaine puis on m’indique que le colis est livré alors que je n’ai rien reçu Attention à l’escroquerie !!!! Ne commander plus sur Amazon,home_improvement
Je n ai jamais réussi a visser le bouchon vert a la tétine ! Article completement bidon,baby_product
"Bonjour, J'ai acheté ce chargeur. Il s'est mis à surchauffer et a commencé à fondre ! Je déconseille fortement. Inadmissible",pc
"aucun intérêt : en plus d'être hyper bruyant, on ne ressent le froid qu'à 20 cm de la sortie. je regrette l'achat, car à ce prix, j'aurais pu acheter un super ventilo !",home
A grillé au bout de la 3ème utilisations.,home
"Le colis a été livré en notre absence.Il a été laissé dehors, à même le sol dans le jardin sous la pluie!",sports
"Je souhaitais conserver mon téléphone, un peu écolo et très peu geek, celui-ci m'allait très bien, mais la batterie avait plus de 5 ans alors... je pensais pouvoir repartir pour quelques années, mais, au bout de 15j, patatras !!! La batterie ne tient plus du tout la charge et mon tel est à nouveau inutilisable... je ne conseille pas du tout cette batterie !!!",wireless
"Le plastique n'est pas assez rigide pour tenir aligné avec le pneu. La fixation sur le cadre est correcte (mais pas compatible d'éventuels œillets) bien que les colliers Rislan soient très bas de gamme (ils se cassent au serrage). La fixation supérieure (au niveau du frein) est nulle : ne tient pas en place, frotte sur la roue. A fuir absolument !",sports
"Commandé deux fois et sur les deux commandes, reçu avec des défauts !!",lawn_and_garden
La couverture ne correspond à la mesure indiquée et du coup je ne peux pas l’utiliser. Impossible d’avoir une communication normal avec le vendeur. Il envoie toujours les mêmes réponses et il est dans l’impossibilité de régler le problème malgré la preuve par photo.,home
Produit alléchant en photo mais la qualité n'est pas au rendez vous. Je les Je te au bout de 2 semaine. Il se déchire ...,camera
Connexion difficile a l'ordinateur. Autonomie des batteries très limitée. Belle présentation pour une efficacité médiocre.,camera
"Bonjour, acheter le 30 Juillet 2018, le moteur m’a lâcher vers 16h, ça à fait un boum, du coup ça m'a fait dévier et de peu j'y laisser ma main gauche --"" Même pas 60 Heures d'utilisation, révisez vos machine avant de vendre, je l'ais utiliser 2h après mon achat depuis plus toucher, il y a que ces dernière jours de vendredi 26 Avril 2019 à aujourd'hui, après l'explosion du moteur une fumer noir et sorti, je n'ai que couper des lames de terrasse en pin sec, une honte, je demande un remboursement, un vrai danger votre machine --""",home_improvement
Produit défectueux. 2 anneaux cassés sur les 3. Je ne recommande pas,home
"Humidité à l’intérieur de l’ampoule ainsi que dans le détecteur de mouvement,produit pas top j’en suis déçu,je ne rachèterai pas ces produits.",home
"Produit jamais reçu ( en attente depuis 2 mois..) malgré 4 mails au vendeur, sans réponse...",home
"Je n'ai toujours pas trouvé mon colis dans la boîte aux lettres, alors que je suis censé avoir été livré il y a 10 jours !",drugstore
"Je ne conseille pas, même pour s’entraîner. Son de merde, touches de merde, bref c’est de la merde",musical_instruments
"La lime est de très mauvaise qualité. Et elle s'est cassée à la deuxième utilisation (la partie métallique s'est séparée de la partie plastique). De deux côté de la lime est identique ou presque, cela aurait été bien plus intéressant d'avoir de niveau de grain différents. Bref, ce produit est à éviter !",beauty
c'est la deuxieme fois que je commande la meme article! et encore une fois il ne marche pas! je vais devoir renvoyer,toy
Perruque différente de la photo Et pas de bonne qualité,beauty
Bonjour j ai reçu la bâche le soucis le câble pour tendre en acier est en morceaux. Je ne peut pas la mettre sur ma piscine Merci d avance,lawn_and_garden
"Mauvaise qualité, impossible a utiliser, je souhaite être remboursée. 3 essais, rien ne permet de faire le transfert. Je ne recommande pas du tout",office_product
"Je ne peux pas donner d'avis,car je ne l'ai pas reçu . Le livreur pretend me l'avoir remis en main propre alors que je guettais sa venu. Ayant beaucoup de difficultés à marcher je ne pouvais que le voir venir",pet_products
"je n'ai pas pu évaluer le produit car je ne l'ai jamais reçu! j'ai commandé ça fin nov pour un cadeau de noel et on m'a dit que le colis était perdu donc un nouvel envoi fait Toujours aucune trace du produit, on m'a donc dit qu'on me remboursait sans raison ( sachant que le débit avait été fait le lendemain de la commande) le vendeur pour moi n'est pas fiable",toy
Les deux ceintures ne sont pas à la longueur que j'avais indiquée !! Je ne sais pas les mettre. Je voudrais deux ceinture de 135 cm. Celles que l'ont m'a envoyées font 123 cm ! Je voudrais les échanger.,apparel
Le cable donne une mauvaise qualité aux son et des que l’on bouge un peu le câble le son se coupe,electronics
Il y'a une voiture qui ne fonctionne pas,toy
l'article était garantie sans traces et couvrant tout l'écran tout ceci est faux.je signale que le vendeur ma remboursés sans difficulté et que nous sommes resté en bon terme. avant de mettre une telle annonce il serait bon que ça soit vérifié ?,wireless
"La description du produit est erronée ! et l'ampoule n'est pas compatible avec un variateur de lumière. Pourtant dans la description il est indiqué ""Fonctions Variateur de lumière"", ce qui m'avait convaincu de l'acheter (j'avais donc compris que le produit est compatible avec variateur). Hélas ça scintille!!! De ce fait, pour cet achat qui me devient inutile, je ne peux que note 1 étoile. C'est donc NON dimmable Pour les dimensions, j'en étais informé par la fiche et par les autres utilisateurs. Donc il n'y a eu aucun souci. Ne faites pas confiance à la description donnée sur Amazon.",home
"Ce lit être destiné à une famille sans enfants, le cadre en bois et carton s'est désolidarisé et la structure en métal s'est tordue. Je ne recommande pas cet article beaucoup trop fragile. Je suis très déçue.",furniture
J’ai ouvert et il était déjà mouillé et plein de mousse... abuse!,beauty
Je n'ai jamais reçu mon article,toy
"la puce led carrée ne rentre pas dans le trou rond du circuit de tableau de bord, article retourné!",automotive
Désolé le livreur l’a mis dans une boîte aux lettres d’une maison abandonnée comment je fais pour récupérer le colis qui est chez mr Andrew sms à l’appui Donc applique et livre Aidez moi,home
Tromperie sur cette paire de gants le nombres de gants diffuser pour 12 ..reçu 1 paire ... très déçu ....merci,industrial_supplies
Franchement je suis déçu le paquet est bien arrivé on est dans un état on se demande qui la emballé et comment ça été transporté La borne - est tordu .quand j’ai vu l’état du paquet J’étais loin de penser que c’était ma batterie .Maintenant je vais croiser les doigts pour qu’elle fonctionne,home_improvement
Pas ressus le colis !,home_improvement
"cet écran est nul. vraiment du vol. aucuns des écrans du pack ne collent sur la montre. après avoir contacté une première fois le vendeur, il m'a renvoyé un pack qui ne collait pas non plus. le vendeur a simplement ignoré mon second contact expliquant que les écrans ne marchait toujours pas. cette protection ne fonctionne tout simplement pas. à ne pas acheter. j'ai du jeter 8 écrans qui ne collent pas.",wireless
Il n'a fonctionné que 2 fois,pc
"Je ne recommande pas ce vendeur , après avoir lu plusieurs commentaire sur cette articles ( après avoir passer ma commande malheureusement ) je me suis rendu compte que les offres trop alléchante sont souvent une arnaque, j'en ai la preuve j'ai passer ma commande le 6 je devais la recevoir hier le 7, aujourd'hui toujours rien dans la boite...",drugstore
L'ampoule ne fonctionnait pas. Filament grillé.,industrial_supplies
PEINTURE NE TIENT PAS SUR LES BORDS. APRES 1 AN DEJA DES MARQUES DE CORROSION.,home
Ne pas acheter. Il reste 4mm sur chaque bord. (Pour Samsung s7) Je suis très déçu.,wireless
"Impossible de synchroniser la montre avec mon tél malgres l application qui reconnaît la montre .... Que faire? J' ai demandé la notice en français, quand vais-je l avoir ?!?! J' attends de vos nouvelles",sports
"Bonjour J'ai bien recu le produit et il correspond a ma commande mais a ma grande surprise l’écran est endommager, malgré qu'il était très bien emballer?! Merci",wireless
S'est décollé au bout de 2-3 jours. Je ne le recommande absolument pas. Et impossible de lire l'empreinte,wireless
"Très déçu. Qualité zéro. 3 résistances brûlées en 4 jours. La boîte semble originale, même les résistances. Mais j'ai un doute que ça soit vraiment les originales. Il est pas possible qu'étant originales elles brulent CV comme ça Personnellement, je n'en achèterai plus c'est à ce vendeur. Mon conseil, faites de même.",personal_care_appliances
Tellement fin que l'on vois à travers.,sports
C'est un kit complet qui comprend tout sauf que l'alimentation ne fonctionne pas pour le B+ que je viens d'acheter. J'ai l'éclair jaune qui m'indique qui j'ai pas assez de puissance. Je vous conseille clairement de prendre autre chose.,pc
super 6 jours après mon achat le couteau est 10€ moins cher,home
"Je n'ai jamais reçu ce colis, donc je ne peux pas l'evaluer... Un remboursement à été effectué sur mon compte",home
"Je suis très déçue carafe livrée dans sons emballage d'origine, ( pas de carton supplémentaire pour protéger la carafe), et pour combler le tout couvercle noir de la carafe est cassé. Le modèle me plaisait pour son petit volume. J'aurai du acheter le model taille au dessus , chez mon commerçant, je n'aurai pas eu cette déception.",industrial_supplies
Je suis très déçue car n’aspire plus. Utilise deux fois.,kitchen
Produit qui se fissure tout seul au bout d un jour sans avoir subis de choc. Il doit y avoir un défaut,wireless
La poudre n'est pas transparente mais couleur orange. Inutilisable donc. Dommage car elle n'est pas donnée. Ne pas se fier à la photo,beauty
Pour une utilisation privée. Trop fin et fragile,lawn_and_garden
"Je ne vois pas ou est le plaisir deja! C 'est a peine supportable au niveau minimum ou alors il faut vraiment aimer souffrir.. Je m'en suis servi une fois et a mon avis il va partir à la poubelle.. Evitez ces depenses inutiles. D'autres parts on pourrait penser que ca possede le meme genre d'impulsions electriques que celles utilisées par le milieu medical pour tonifier une zone.. Mais non il n'y a rien de tout ca. Il est vrai que dans le mileu medical le boitier electrique vaut dans les 150 euros faciles, mais la au moins ca fait du bien.",sports
"Il s'avère que la présentation est trompeuse, je me suis retrouvée avec un article que je ne voulais pas choisir, mais j'ai mal compris la description de cet article. Un verre trempé aux contours noirs même en bas sur les boutons de l'écran, alors que mon téléphone est blanc...",wireless
super j ai reçue la pompe mais alors en pièce détachée et SANS MODE D'EMPLOI !!!!!!! je fais comment pour monter le tout? et en plus l adaptateur pour la prise courant ne marche pas car s'emboite mal l'une dans l'autre et de l'autre côté la prise ne rentre même car elle est tordue !!!!!! A fuir,pet_products
amazon m a livre le mauvais produit. la malette dr qui m a ete livree n est pas celle que j avais commandee,toy
Ne prend pas toute la surface de l'écran. Il manque quelques mm. De la poussière finit par se glisser sur les extrémités. A l'air de bonne qualité néanmoins,wireless
"qu'elle arnaque , au bout de 2 mois toujours rien ne pousse ! meme pas la trace d'une germe !",wireless
je me doutais de quelque chose pour 1000 pièces pour un petit prix . des river pour petits bricolages !,home_improvement
Appareil ne fonctionne pas malgré l'achat de pellicules conseillées par le vendeur. les photos ne sortent jamais de l'appareil !! retour de l'appareil,camera
12 jours pour être livré ! À commander en chine le délai de livraison sera quasiment identique mais le prix beaucoup plus bas! Bref à éviter et service Amazon déplorable.....,wireless
"Mauvaise qualité de la doublure, anses pas en cuir comme marqué dans la description, poche centrale trop petite, genre de sac qu’on achète au marché pour 5 euros. Pour le retour vendeur très réticent, frais d’envoi à la charge de l’acheteur...via la Chine! A éviter, vraiment",shoes
Comment peut t on souder quand y a pas de pointes ? Ah moin que j ai rien compris merci si quelqu un peut m'éclairer,industrial_supplies
C est nul. La grande brosse lave tres mal. Je l avais prise pour laver des verres hauts (certes pas des biberons mais ca devrait tout nettoyer) ben non ca ne nettoye pas. Meme en frottant fort et comme On tient cet element a l endroit meme ou le petit goupillon se loge. Du coup il sort du logement. Et cela est desagreable. Le petit goupillon ne s enclenche pas a fond et ne reste donc pas en place. Le pire.. en l accrochant ben tout tombe Ah ah la grosse blague.. Mais comment concevoir 1 tel produit mal fichu!? Passez votre chemin à moins que vous ne souhaitiez perdre quelques euros,baby_product
"Fonctionne parfaitement avec mon ordinateur de bureau mais pas avec mon ordinateur portable, un HP Pavillion récent, tous deux sur Windows 10. Or c'est justement avec mon portable que j'avais besoin de ce câble pour projeter mes diaporamas sur un vieux vidéoprojecteur... Retour Amazon!",electronics
jamais recu le produit :(. à eviter,toy
"L’odeur n’est pas du tout ce qu’en j’imaginais, je ne sais ps si j’ai eu une huile périmée ou mal stockée mais je ne l’utilise pas du tout :(.",beauty
Attention: le produit reçu (vendu par Groupe Dragon) n'est pas conforme aux photos sur la page amazon. Je mets en PJ les photos du produit que j'ai reçu. Je ne pense pas que celui reçu ait les mêmes performance HEPA que celui d'origine.,kitchen
Ne s'en sert pas !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,pet_products
Impossibilité de coller la protection sans bulles ! Donc impossible à certains endroits de l’ecran D’interagir,wireless
"Pas du tout aimé, le produit est arrivé cassé, il fallu mettre du scotch pour que la tête de licorne tienne sur le micro.",toy
"J'ai des petites mouches qui continuent de rire, un gaz hilarant dans cette bombe?",pet_products
Je suis vraiment déçu plus dun mois que jai commander rien recu 😡😡😡 une étoile doit être mis sinon ça serai aucune,pet_products
"Très mauvais produit. Tout attache fortement, même à feu doux, malgré un ajout de beurre ou d’huile",home
"Je n’ai toujours pas reçu ma commande, pas de remboursement en vue... extrêmement déçue j'espère être contactée rapidement",book
Trop petit !!! Et odeur très forte mais surtout taille vraiment pas bien du tout attention quand vous commander ...,sports
"je n'ai pas recu mon colis, je n'ai pas de gardienne!!!!je demande un remboursement.",home
Je suis déçu.je l’imaginais plus grand dommage pour une deco de chambre.Mais bon sinon être bien emballé et pas abîmé 😢,furniture
Produit simple d utilisation mais n as vraiment aucun effet sur fouine où chat......,automotive
Arôme différent et fragrance plus fade que les 4711 achetés en magasin. Est ce un original ou copie? Je doute.,beauty
"Coup de klaxon dans la rue, même pas le temps d'ouvrir la porte le livreur avait laissé le colis sur le bord de la fenêtre. J'ai déjà appelé Amazon pour dénoncer ce comportement. La prochaine fois ce sera une belle vidéo sur Youtube pour dénoncer le service Prime : livraison dans la rue ou sur le bord de la fenêtre. Finalement, je préfère la lenteur de colissimo, au moins une personne présentable et courtoise sonne à votre porte, vous dit bonjour et vous présente votre colis.",book
"Ne vaut absolument rien, de l’argent jeté à la benne, impossible à placer sur le mobile",wireless
il est écrit sur votre site que le jeu est compatible avec toutes les storio or cela n'est pas le cas !!!!! ma petite fille a une storio 2 et le jeu ne fonctionne pas !!!!,toy
"après 2 jours, fixations ont cassées au niveau des vis",sports
j ai acheté un produit neuf qui a mis longtemps pour arrive malgré amazon prime le livre est écorné et taché a déjà été lu je voulais offrir ce livre c'est impossible,book
Bonjour Je n ai pas reçu cette article alors que vous me l annoncez comme étant livré,grocery
arnaque ! montre ne fonctionne plus !,watch
Trop chère et de médiocre qualité.,lawn_and_garden
Le produit est arrivé endommagé Obligé de faire un retour,wireless
Je ne peut vous dire se que j'en pense psk je ne l'ai jamais reçus . Mail envoyer a amazon on attend le reste...,home
"C'est pas cher, mais c'est ce que ça vaut, éclairage clignotant et aléatoire, la batterie se décharge très vite, bref, à la fin de l'été je m'en débarrasse...",home
Jolie montre qui ne fonctionne pas...retour direct. . attention au personne ayant un poignet fin !,watch
Voilà plus de 10 jours que j'ai pulvérisé ce produit sur des buissons que je voulais détruire et pour l'instant aucun résultat!!!!,lawn_and_garden
Je n'ai jamais reçu cet article.,apparel
Qualité médiocre sent le plastique,home
Ne fonctionne que sur PC . Impossible à lire sur une télé une Xbox one ou.une PS4,pc
"Article absolument inutilisable et de mauvaise qualité, à fuir ! Je pensais pouvoir me mettre à la digiscopie avec cet accessoire prometteur mais malgré de nombreux efforts il s’avère vraiment impossible à utiliser pour obtenir des clichés juste moyens, et je ne parle que de ça.",camera
Quand j'ai ouvert mon colis il manquer une partis dans le baume de rasage 😠😠😠 très déçus arnaqué 1 étoile c'est déjà trop....,beauty
Pour soulager la nuque,personal_care_appliances
Chaussette déchiré au bout du 10eme port. ne recommande pas.,sports
Fermeture éclair très vite cassée,home
très déçu déjà d'une part cher pour le produit que c'est Je m'attendais à plus d'objet vu le prix à fuir !!,toy
"À fuire... Rien à dire d'autre, bruyant par petit vent sac impossible à m'être en dessous",sports
Après trois jours d’utilisation la touche 0 ne fonctionne plus très déçu par ce produit,office_product
"renvoie deux fois du colis, le ratelier est arrivé moisi les deux fois la premiere fois j'ai passé une demi heure à éternuer",pet_products
Article jamais arrivé :/,baby_product
Mauvais cahier reçu. Dommage ca a l'air très sympathique.,book
"Ce tapis n'est pas rigide, il se chiffonne... Les couleurs sont fades, les stylos sèchent en un rien de temps... Qualité médiocre pour le prix",toy
Ce papier vendu pour toutes techniques y compris humides gondole dès qu'il est mouillé. Ne convient pas à la pratique de l'aquarelle.,office_product
Utilisé pour pouvoir écouter la musique avec mon casque filaire dans le métro. Le son saute donc difficile de donner 1 note positive.,electronics
Ne fonctionne pas et à complètement brulé ma peau à l'endroit où le patch était collé pourtant je ne l'ai laissé que 8 heures,drugstore
Non réception de cette commande . Remboursement effectué par AMAZON mais regret de ne pas avoir reçu cette commande,home
Tailles trop petites. Retour sans aucune difficultés,shoes
"Je voudrais bien même des étoiles, mais je n'ai pas reçu ce colis ! Le point relais désigné ne prend plus les colis !",home_improvement
colis jamais recu bizarre pourtant car on m'affirme que le colis a été expédié au mois de février. un conseil fuyez,kitchen
La prise lightning pour la charge fonctionne parfaitement mais la prise jack ne fonctionne pas du tout,electronics
Je n'ai toujours pas reçu le produit,home_improvement
Produit reçu ce matin non conforme au descriptif. Les coussinets n’etaient même pas nettoyés et la boîte de rangement endommagée. Juste inadmissible,wireless
Outre le fait d’une couleur plutôt moche beige/vert indéfinissable la matière plastique est trop molle pour maintenir l’articulation des 2 parties en place. Le principe de rangement est bon mais la qualité trop médiocre.,home
"A la première utilisation, il a été impossible d'éplucher une pomme de terre et en insistant un morceau s'est cassé!",home
"On ne sert pas de cet appareil tous les jours, mais quand on en a besoin, on met la pile, mais rien ne s'affiche, alors on achète une nouvelle pile de 9V et la situation reste inchangée, l'écran s'allume mais rien ne s'affiche, le détecteur est mort bien que conservé au sec dans de bonnes conditions. C'est un gadget inutile autant acheter un produit de marque sur lequel on puisse compter lorsqu'on en a besoin.",home_improvement
"Je met une étoile car il est impossible de ne rien mettre pour laisser un commentaire. Article reçu n'étant plus sous blister, kit avec lingette déjà ouvert et re-scotché. Ecrans déjà utilises puis repositionné sur plastique d'origine! Et je n'oublie pas THE détail! Écran de mauvaise dimension pour un blackview S8",wireless
NO COMMENT.... J'ai signalé la non réception et personne ni de chez amazon ni de chez le revendeur n'a pris le soin de me contacter...,pc
Je n'ai toujours pas reçu ce produit alors que je l'ai commander depuis 3 mois c'est inadmissible!!!,home
"Je fais un 36/37 avec un pied très fin et ces chaussettes sont trop petites. Les blanches, noires et grises finissent par glisser et ne tiennent pas :( Il n'y a que les beiges qui restent en place un peu plus longtemps. Dommage j'avais choisis ce modèle pour justement le côté quasi invisible + silicone ! Très déçu car en ayant un petit pied et en lisant les commentaires je pensais que cela m'irait bien. Alors attention uniquement pour les très petit petit pied !",apparel
Il faut avoir beaucoup de patience avec cette télécommande,wireless
Complètement déçu le titre annoncé dacia logan alors que celui-ci est pour duster uniquement comme indiqué sur le carton merci du mensonge je me retrouve avec un commodo qui me sert à rien!,wireless
je n'ai pas reçu mon colis pourtant marqué livré et aucun moyen de contacter le livreur.,electronics
"Attention, nous avons acheté ce rasoir et la commande n'est jamais arrivée. Elle est marquée comme livrée dans la boite aux lettres (amazon logistics) alors que le colis ne peut clairement pas rentrer dans notre petite boite aux lettres... De plus, il y avait quelqu'un au domicile pour attendre le colis et le livreur amazon n'a jamais sonné à notre porte.",personal_care_appliances
je l’ai reçu il y a une semaine et viens tout juste de ce casser une honte,pc
Donne des nausées et mes cheveux n’ont pas plus poussés,drugstore
